File Name, pine_reflectance_exposed_A,pine_reflectance_exposed_B, pine_reflectance_shaded_A,pine_reflectance_shaded_B
Investigator,Petr Luke?,Petr Luke?,Petr Luke?,Petr Luke?
Loading Time,2013-02-27 10:30:17,2013-02-27 10:30:22,2013-02-27 10:30:22,2013-02-27 10:30:23
Beam Geometry,Directional-hemispherical (CASE 3),Directional-hemispherical (CASE 3),Directional-hemispherical (CASE 3),Directional-hemispherical (CASE 3)
Sampling Environment,Laboratory,Laboratory,Laboratory,Laboratory
Target Description,Tree (100% abundance),Tree (100% abundance),Tree (100% abundance),Tree (100% abundance)
Location Name,Hyyti?l?, Finland,Hyyti?l?, Finland,Hyyti?l?, Finland,Hyyti?l?, Finland
ENVI Hdr, pine_reflectance_exposed_A,pine_reflectance_exposed_B, pine_reflectance_shaded_A,pine_reflectance_shaded_B
Target Homogeneity,Homogenous,Homogenous,Homogenous,Homogenous
Altitude,170.0,170.0,170.0,170.0
File Comments,Directional - hemispherical reflectance of adaxial (upper-facing) Scots Pine needles taken from sun-exposed canopy position.,Directional - hemispherical reflectance of abaxial (lower-facing) Scots Pine needles taken from sun-exposed canopy position.,Directional - hemispherical reflectance of adaxial (upper-facing) Scots Pine needles taken from shaded canopy position.,Directional - hemispherical reflectance of abaxial (lower-facing) Scots Pine needles taken from shaded canopy position.
Publication,Luke?, P., Stenberg, P., Rautiainen, M., M?ttus, M. and Vanhatalo, K. M. (2013). "Optical properties of leaves and needles for boreal tree species in Europe." Remote Sensing Letters 4(7): 667-676.,Luke?, P., Stenberg, P., Rautiainen, M., M?ttus, M. and Vanhatalo, K. M. (2013). "Optical properties of leaves and needles for boreal tree species in Europe." Remote Sensing Letters 4(7): 667-676.,Luke?, P., Stenberg, P., Rautiainen, M., M?ttus, M. and Vanhatalo, K. M. (2013). "Optical properties of leaves and needles for boreal tree species in Europe." Remote Sensing Letters 4(7): 667-676.,Luke?, P., Stenberg, P., Rautiainen, M., M?ttus, M. and Vanhatalo, K. M. (2013). "Optical properties of leaves and needles for boreal tree species in Europe." Remote Sensing Letters 4(7): 667-676.
Latitude,61.82,61.82,61.82,61.82
Longitude,-24.32,-24.32,-24.32,-24.32
CORINE Landcover,Coniferous forest,Coniferous forest,Coniferous forest,Coniferous forest
Number of internal Scans,0,0,0,0
350.0,0.13252666592597961,0.1631886214017868,0.08215370029211044,0.06232322379946709
351.0,0.13210110366344452,0.1562301069498062,0.0810248851776123,0.061427999287843704
352.0,0.1316666603088379,0.14952614903450012,0.07993099838495255,0.060565777122974396
353.0,0.13122667372226715,0.14307697117328644,0.07886988669633865,0.05973666533827782
354.0,0.13077667355537415,0.136881023645401,0.07784388959407806,0.058939553797245026
355.0,0.13031889498233795,0.130942240357399,0.07685188949108124,0.058174777776002884
356.0,0.12985444068908691,0.12525337934494019,0.0758926123380661,0.05744222179055214
357.0,0.12938033044338226,0.11982137709856033,0.07496766746044159,0.05674244463443756
358.0,0.12890000641345978,0.11464100331068039,0.0740777775645256,0.05607544258236885
359.0,0.12841355800628662,0.10971562564373016,0.07322077453136444,0.05544022098183632
360.0,0.1279175579547882,0.10504787415266037,0.07239855825901031,0.054836444556713104
361.0,0.1274133324623108,0.10063225030899048,0.07161122560501099,0.05426599830389023
362.0,0.1269010603427887,0.08636929094791412,0.07085766643285751,0.05372766777873039
363.0,0.1263846606016159,0.08482488989830017,0.07013766467571259,0.05322160944342613
364.0,0.1258576661348343,0.08334899693727493,0.0694509968161583,0.05274847894906998
365.0,0.12532055377960205,0.08194111287593842,0.06879989057779312,0.05230755731463432
366.0,0.12477833032608032,0.08060122281312943,0.0681823343038559,0.05189933255314827
367.0,0.12422933429479599,0.0720534473657608,0.0675991103053093,0.05152333155274391
368.0,0.1236705556511879,0.07342640310525894,0.06705000251531601,0.05117955431342125
369.0,0.12310422211885452,0.07457710057497025,0.06653493642807007,0.050868332386016846
370.0,0.12253221869468689,0.07550469785928726,0.06605450063943863,0.05058911070227623
371.0,0.12142466753721237,0.07170909643173218,0.059689223766326904,0.048142410814762115
372.0,0.12210255861282349,0.06988920271396637,0.05442991107702255,0.044352367520332336
373.0,0.12154900282621384,0.07127790153026581,0.05561377853155136,0.04217654466629028
374.0,0.12050533294677734,0.07242640107870102,0.05731622129678726,0.04362877830862999
375.0,0.11705844104290009,0.06683360040187836,0.059843890368938446,0.04780622199177742
376.0,0.11338655650615692,0.06184529885649681,0.062102556228637695,0.051634665578603745
377.0,0.11233044415712357,0.06196039915084839,0.06490600109100342,0.052949223667383194
378.0,0.11363755911588669,0.06322778761386871,0.06501544266939163,0.05281111225485802
379.0,0.11489611119031906,0.06528069823980331,0.06439544260501862,0.050455112010240555
380.0,0.11482833325862885,0.06610140204429626,0.06370877474546432,0.048756442964076996
381.0,0.11421111226081848,0.06423760205507278,0.06279844790697098,0.04934844374656677
382.0,0.11519911140203476,0.06522420048713684,0.061913445591926575,0.049695998430252075
383.0,0.11569321900606155,0.06593459844589233,0.06297822296619415,0.050085220485925674
384.0,0.11519944667816162,0.06533259898424149,0.06488355249166489,0.050590332597494125
385.0,0.11495744436979294,0.06481140106916428,0.0638711079955101,0.050342001020908356
386.0,0.11423700302839279,0.06489360332489014,0.06288633495569229,0.04962655529379845
387.0,0.1136431097984314,0.06464429944753647,0.06258688867092133,0.04863722249865532
388.0,0.11367866396903992,0.06398820132017136,0.06250011175870895,0.04782233387231827
389.0,0.11353389173746109,0.06397680193185806,0.062087222933769226,0.04764511063694954
390.0,0.11332877725362778,0.06389500200748444,0.06210700049996376,0.04796111211180687
391.0,0.11335910856723785,0.06371089816093445,0.06257110834121704,0.0482756681740284
392.0,0.11368510872125626,0.06374769657850266,0.06303700059652328,0.04838266596198082
393.0,0.11396322399377823,0.06375060230493546,0.0628490000963211,0.048479776829481125
394.0,0.1138666644692421,0.06347279995679855,0.06266722083091736,0.048588890582323074
395.0,0.11356033384799957,0.06332120299339294,0.06272044777870178,0.04874233156442642
396.0,0.11371167004108429,0.06385420262813568,0.06257333606481552,0.048684220761060715
