Name,Polygon_Unit_ID,Sampling_Unit,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Lat,Long,Date,Time,Scale,source,photo,brightness
fscemg.030-,Washburn_Home,polygon,impervious,roof,comp_shingle,dark_gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,22,field,asd,none,782.489
fscmye.015-,Home_Depot,polygon,impervious,roof,comp_shingle,mixed,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,803.072
fscgye.002-,Home_Depot,polygon,impervious,roof,comp_shingle,green,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,816.288
fscemg.033-,Washburn_Home,polygon,impervious,roof,comp_shingle,dark_gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,22,field,asd,none,822.796
fscemg.045-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,22,field,asd,none,826.939
fscbye.002-,Home_Depot,polygon,impervious,roof,comp_shingle,blue,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,837.422
fsceye.020-,Ellison_Hall,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4156,-119.8453,2001_06_04,19,field,asd,none,844.922
fscmye.013-,Home_Depot,polygon,impervious,roof,comp_shingle,mixed,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,845.612
fscoye.006-,Home_Depot,polygon,impervious,roof,comp_shingle,dark_orange,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,853.054
fscemg.070-,Washburn_Home,polygon,impervious,roof,comp_shingle,mixed,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,23,field,asd,none,854.614
fscmye.016-,Home_Depot,polygon,impervious,roof,comp_shingle,mixed,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,861.65
fsceye.021-,Ellison_Hall,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4156,-119.8453,2001_06_04,19,field,asd,none,866.911
fsceye.025-,Home_Depot,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,874.555
fscemg.051-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,22,field,asd,none,887.107
fscemg.060-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,23,field,asd,none,887.52
fsceye.018-,Ellison_Hall,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4156,-119.8453,2001_06_04,19,field,asd,none,892.2
fscgye.001-,Home_Depot,polygon,impervious,roof,comp_shingle,green,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,899.281
fscmye.011-,Home_Depot,polygon,impervious,roof,comp_shingle,blue-gray,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,904.233
fscemg.067-,Washburn_Home,polygon,impervious,roof,comp_shingle,mixed,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,23,field,asd,none,909.19
fscnof.004-,Roberts_Home,polygon,impervious,roof,comp_shingle,dark_red,old,roof,COMP_SHINGLE_ROOF,34.4358,-119.8804,2001_05_29,21,field,asd,none,911.026
fsceye.023-,Ellison_Hall,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4156,-119.8453,2001_06_04,19,field,asd,none,912.059
fscbye.003-,Home_Depot,polygon,impervious,roof,comp_shingle,dark_blue,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,912.783
fsceye.022-,Ellison_Hall,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4156,-119.8453,2001_06_04,19,field,asd,none,919.076
fsctye.001-,Home_Depot,polygon,impervious,roof,comp_shingle,tan,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,923.027
fsceye.017-,Ellison_Hall,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4156,-119.8453,2001_06_04,19,field,asd,none,925.953
fscemg.068-,Washburn_Home,polygon,impervious,roof,comp_shingle,mixed,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,23,field,asd,none,930.114
fsceye.024-,Ellison_Hall,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4156,-119.8453,2001_06_04,19,field,asd,none,931.844
fsctye.002-,Home_Depot,polygon,impervious,roof,comp_shingle,tan,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,932.601
fsceye.026-,Home_Depot,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,936.496
fscmye.012-,Home_Depot,polygon,impervious,roof,comp_shingle,blue-gray,new,roof,COMP_SHINGLE_ROOF,34.4283,-119.8707,2001_06_04,21,field,asd,none,939.085
fscemg.044-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,22,field,asd,none,939.48
fsceye.016-,Ellison_Hall,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4156,-119.8453,2001_06_04,19,field,asd,none,940.912
fscemg.059-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,23,field,asd,none,943.038
fsceye.019-,Ellison_Hall,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4156,-119.8453,2001_06_04,19,field,asd,none,947.728
fscemg.052-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,22,field,asd,none,955.895
fscemg.043-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,22,field,asd,none,955.996
fscemg.061-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,23,field,asd,none,977.831
fscemg.054-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,22,field,asd,none,978.381
fscemg.062-,Washburn_Home,polygon,impervious,roof,comp_shingle,gray,new,roof,COMP_SHINGLE_ROOF,34.4574,-119.823,2001_06_05,23,field,asd,none,980.62
fscnof.009-,Roberts_Home,polygon,impervious,roof,comp_shingle,dark_red,old,roof,COMP_SHINGLE_ROOF,34.4358,-119.8804,2001_05_29,21,field,asd,none,985.397
concrete_bridget_1_X2671_Y696,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,unknown,paved,CONCRETE_BRIDGE,34.420881,-119.71388,2011_07_19,2130,7_5m,AVIRIS_r21,na,1212.12
rbcsyg.002-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,1557.77
rbcsyg.001-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,1620.97
rbcsyg.003-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,1663.19
concrete_bridge_n1_X1503_Y424,concrete_bridge_n1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.441774,-119.80844,2011_07_19,2130,7_5m,AVIRIS_r21,na,1712.22
rbcsyg.004-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,1745.66
concrete_bridge_n1_X1503_Y423,concrete_bridge_n1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.441842,-119.80844,2011_07_19,2130,7_5m,AVIRIS_r21,na,1767.23
concrete_bridge_n1_X1502_Y422,concrete_bridge_n1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.441912,-119.80852,2011_07_19,2130,7_5m,AVIRIS_r21,na,1870.83
concrete_bridge_n1_X1502_Y425,concrete_bridge_n1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.441709,-119.80853,2011_07_19,2130,7_5m,AVIRIS_r21,na,1877.05
concrete_bridge_n1_X1503_Y419,concrete_bridge_n1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.442112,-119.80843,2011_07_19,2130,7_5m,AVIRIS_r21,na,1923.17
concrete_bridge_n1_X1503_Y420,concrete_bridge_n1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.442045,-119.80843,2011_07_19,2130,7_5m,AVIRIS_r21,na,1972.04
rbcsyg.005-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,1982.44
concrete_bridget_1_X2671_Y697,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,unknown,paved,CONCRETE_BRIDGE,34.420815,-119.71396,2011_07_19,2130,7_5m,AVIRIS_r21,na,2058.21
concrete_bridget_1_X2670_Y698,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,unknown,paved,CONCRETE_BRIDGE,34.420748,-119.71397,2011_07_19,2130,7_5m,AVIRIS_r21,na,2072.64
rbcsyg.006-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,2088.73
rbcsyg.010-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,2138.38
concrete_bridge_n1_X1502_Y420,concrete_bridge_n1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.442047,-119.80851,2011_07_19,2130,7_5m,AVIRIS_r21,na,2170.74
rbcsyg.007-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,2176.33
rbcsyg.008-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,2184.55
concrete_bridget_1_X2675_Y692,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,unknown,paved,CONCRETE_BRIDGE,34.421144,-119.71362,2011_07_19,2130,7_5m,AVIRIS_r21,na,2198.67
rbcsyg.011-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,2341.14
rbcsyg.012-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,2358.21
rbcsyg.009-,West_Fairview_Calle_Real,polygon,impervious,paved,bridge,concrete,new,paved,CONCRETE_BRIDGE,34.4401,-119.8327,2001_05_29,18,field,asd,none,2373.65
concrete_bridget_1_X2674_Y693,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,unknown,paved,CONCRETE_BRIDGE,34.421077,-119.71363,2011_07_19,2130,7_5m,AVIRIS_r21,na,2391.98
concrete_bridget_1_X2383_Y110,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.420752,-119.71413,2011_07_19,2117,7_5m,AVIRIS_r20,na,2507.56
concrete_bridget_1_X2669_Y699,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,unknown,paved,CONCRETE_BRIDGE,34.420685,-119.71413,2011_07_19,2130,7_5m,AVIRIS_r21,na,2554.09
concrete_bridget_1_X2386_Y108,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.420885,-119.71404,2011_07_19,2117,7_5m,AVIRIS_r20,na,2634.73
concrete_bridget_1_X2389_Y104,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,concrete,paved,CONCRETE_BRIDGE,34.421144,-119.71362,2011_07_19,2117,7_5m,AVIRIS_r20,na,2645.96
concrete_bridget_1_X2667_Y700,concrete_bridget_1,polygon,impervious,paved,bridge,concrete,unknown,paved,CONCRETE_BRIDGE,34.420619,-119.71422,2011_07_19,2130,7_5m,AVIRIS_r21,na,2669.24
mucsye.002-,CathedralOaks_GlennAnnie,polygon,pervious,SOIL,gravel,concrete,new,soil,CONCRETE_GRAVEL,34.4408,-119.8745,2001_05_29,19,field,asd,none,3869.78
mucsye.001-,CathedralOaks_GlennAnnie,polygon,pervious,SOIL,gravel,concrete,new,soil,CONCRETE_GRAVEL,34.4408,-119.8745,2001_05_29,19,field,asd,none,3888.04
mucsye.004-,CathedralOaks_GlennAnnie,polygon,pervious,SOIL,gravel,concrete,new,soil,CONCRETE_GRAVEL,34.4408,-119.8745,2001_05_29,19,field,asd,none,3938.36
mucsye.005-,CathedralOaks_GlennAnnie,polygon,pervious,SOIL,gravel,concrete,new,soil,CONCRETE_GRAVEL,34.4408,-119.8745,2001_05_29,19,field,asd,none,4004.51
mucsye.003-,CathedralOaks_GlennAnnie,polygon,pervious,SOIL,gravel,concrete,new,soil,CONCRETE_GRAVEL,34.4408,-119.8745,2001_05_29,19,field,asd,none,4039.18
concrete_n1_X598_Y180,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.468172,-119.88302,2011_07_10889,2143,7_5m,AVIRIS_r22,na,2050.93
concrete_n1_X595_Y183,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.467975,-119.88327,2011_07_10919,2143,7_5m,AVIRIS_r22,na,2075.81
concrete_n1_X596_Y182,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.468041,-119.88319,2011_07_10909,2143,7_5m,AVIRIS_r22,na,2106.93
concrete_n1_X587_Y185,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.467855,-119.88384,2011_07_10933,2143,7_5m,AVIRIS_r22,na,2107.11
concrete_n1_X592_Y185,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.467857,-119.88393,2011_07_10938,2143,7_5m,AVIRIS_r22,na,2126.89
concrete_n1_X593_Y183,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.467979,-119.88343,2011_07_10917,2143,7_5m,AVIRIS_r22,na,2163.26
concrete_n1_X598_Y183,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.467969,-119.88303,2011_07_10922,2143,7_5m,AVIRIS_r22,na,2184.29
concrete_n1_X597_Y183,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.467971,-119.88311,2011_07_10921,2143,7_5m,AVIRIS_r22,na,2194.58
concrete_n1_X589_Y182,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.468055,-119.88376,2011_07_10902,2143,7_5m,AVIRIS_r22,na,2213.16
concrete_n1_X589_Y184,concrete_n1,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.46792,-119.88376,2011_07_10925,2143,7_5m,AVIRIS_r22,na,2259.47
parking_structure_p10_concrete_X1120_Y823,parking_structure_p10_concrete,polygon,impervious,paved,parking_lot,concrete,new,paved,CONCRETE_PARKING_LOT,34.415638,-119.8406,2011_07_19,2130,7_5m,AVIRIS_r21,na,2305.19
ppcsmm.005-,Vons_Lot,polygon,impervious,paved,parking_lot,concrete,old,paved,CONCRETE_PARKING_LOT,34.4419,-119.8315,2001_05_23,20,field,asd,dsc00701.jpg,2425.45
ppcsmm.003-,Vons_Lot,polygon,impervious,paved,parking_lot,concrete,old,paved,CONCRETE_PARKING_LOT,34.4419,-119.8315,2001_05_23,20,field,asd,dsc00701.jpg,2485.65
ppcsmm.002-,Vons_Lot,polygon,impervious,paved,parking_lot,concrete,old,paved,CONCRETE_PARKING_LOT,34.4419,-119.8315,2001_05_23,20,field,asd,dsc00701.jpg,2491.41
ppcsmm.001-,Vons_Lot,polygon,impervious,paved,parking_lot,concrete,old,paved,CONCRETE_PARKING_LOT,34.4419,-119.8315,2001_05_23,20,field,asd,dsc00701.jpg,2555.64
ppcsmm.004-,Vons_Lot,polygon,impervious,paved,parking_lot,concrete,old,paved,CONCRETE_PARKING_LOT,34.4419,-119.8315,2001_05_23,20,field,asd,dsc00701.jpg,2596.58
ppcsmm.006-,Vons_Lot,polygon,impervious,paved,parking_lot,concrete,old,paved,CONCRETE_PARKING_LOT,34.4419,-119.8315,2001_05_23,20,field,asd,dsc00701.jpg,2903.09
parking_structure_p10_concrete_X1121_Y830,parking_structure_p10_concrete,polygon,impervious,paved,parking_lot,concrete,new,paved,CONCRETE_PARKING_LOT,34.415163,-119.84053,2011_07_19,2130,7_5m,AVIRIS_r21,na,2954.92
parking_structure_p50_concrete_X668_Y204,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.418085,-119.85421,2011_07_19,2117,7_5m,AVIRIS_r20,na,2963.59
parking_structure_p10_concrete_X1122_Y828,parking_structure_p10_concrete,polygon,impervious,paved,parking_lot,concrete,new,paved,CONCRETE_PARKING_LOT,34.415296,-119.84045,2011_07_19,2130,7_5m,AVIRIS_r21,na,3031.9
parking_structure_p10_concrete_X1123_Y830,parking_structure_p10_concrete,polygon,impervious,paved,parking_lot,concrete,new,paved,CONCRETE_PARKING_LOT,34.415165,-119.84061,2011_07_19,2130,7_5m,AVIRIS_r21,na,3109.79
parking_structure_p10_concrete_X836_Y238,parking_structure_p10_concrete,polygon,impervious,paved,concrete,na,na,paved,CONCRETE_PARKING_LOT,34.415433,-119.84052,2011_07_19,2117,7_5m,AVIRIS_r20,na,3118.83
parking_structure_p50_concrete_X669_Y201,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.418283,-119.85404,2011_07_19,2117,7_5m,AVIRIS_r20,na,3122.25
parking_structure_p50_concrete_X667_Y202,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.418222,-119.85428,2011_07_19,2117,7_5m,AVIRIS_r20,na,3136.88
parking_structure_p10_concrete_X1122_Y824,parking_structure_p10_concrete,polygon,impervious,paved,parking_lot,concrete,new,paved,CONCRETE_PARKING_LOT,34.415573,-119.84068,2011_07_19,2130,7_5m,AVIRIS_r21,na,3156.79
parking_structure_p10_concrete_X1123_Y828,parking_structure_p10_concrete,polygon,impervious,paved,parking_lot,concrete,new,paved,CONCRETE_PARKING_LOT,34.4153,-119.84061,2011_07_19,2130,7_5m,AVIRIS_r21,na,3191.52
parking_structure_p50_concrete_X672_Y203,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.418154,-119.85429,2011_07_19,2117,7_5m,AVIRIS_r20,na,3230.11
parking_structure_p10_concrete_X836_Y237,parking_structure_p10_concrete,polygon,impervious,paved,concrete,na,na,paved,CONCRETE_PARKING_LOT,34.415503,-119.8406,2011_07_19,2117,7_5m,AVIRIS_r20,na,3255.16
parking_structure_p10_concrete_X838_Y241,parking_structure_p10_concrete,polygon,impervious,paved,concrete,na,na,paved,CONCRETE_PARKING_LOT,34.415229,-119.84045,2011_07_19,2117,7_5m,AVIRIS_r20,na,3276.44
parking_structure_p10_concrete_X837_Y235,parking_structure_p10_concrete,polygon,impervious,paved,concrete,na,na,paved,CONCRETE_PARKING_LOT,34.41564,-119.84068,2011_07_19,2117,7_5m,AVIRIS_r20,na,3372.86
parking_structure_p50_concrete_X670_Y198,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.418488,-119.85411,2011_07_19,2117,7_5m,AVIRIS_r20,na,3423.47
parking_structure_p50_concrete_X670_Y199,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.418416,-119.85395,2011_07_19,2117,7_5m,AVIRIS_r20,na,3423.47
parking_structure_p50_concrete_X669_Y205,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.418015,-119.85413,2011_07_19,2117,7_5m,AVIRIS_r20,na,3446.37
parking_structure_p50_concrete_X669_Y206,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.417946,-119.85405,2011_07_19,2117,7_5m,AVIRIS_r20,na,3450.6
parking_structure_p50_concrete_X671_Y204,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.418078,-119.85396,2011_07_19,2117,7_5m,AVIRIS_r20,na,3477.28
parking_structure_p50_concrete_X669_Y202,parking_structure_p50_concrete,polygon,impervious,paved,concrete,grey,na,paved,CONCRETE_PARKING_LOT,34.418218,-119.85412,2011_07_19,2117,7_5m,AVIRIS_r20,na,3491.56
rpcsof.003-,Cambridge_Berkely,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1653.39
rpcsof.004-,Cambridge_Berkely,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1832.9
rpcsof.002-,Cambridge_Berkely,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1886.96
rpcsof.001-,Cambridge_Berkely,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1952.4
rpcsof.005-,Cambridge_Berkely,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,1989.12
rpcsom.001-,Constance_State,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,2537.91
rpcsom.007-,Constance_State,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,2602.19
rpcsom.006-,Constance_State,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,2644.17
rpcsom.005-,Constance_State,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,2835
rpcsom.004-,Constance_State,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,2881.42
rpcsom.003-,Constance_State,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,2935.07
rpcsye.003-,Constance_State,polygon,impervious,paved,road,concrete,new,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,3080.52
modrmg.001-,Butte_Alameda,polygon,impervious,paved,driveway,concrete,na,paved,CONCRETE_ROAD,34.4357,119.8801,2001_05_29,21,field,asd,none,3086.34
rpcsom.008-,Constance_State,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,3088.82
rpcsye.001-,Constance_State,polygon,impervious,paved,road,concrete,new,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,3097.06
rpcsye.004-,Constance_State,polygon,impervious,paved,road,concrete,new,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,3355.65
rpcsye.002-,Constance_State,polygon,impervious,paved,road,concrete,new,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,3398.81
rpcsom.002-,Constance_State,polygon,impervious,paved,road,concrete,old,paved,CONCRETE_ROAD,34.4373,-119.6926,2001_05_30,22,field,asd,none,3438.08
spcsye.007-,Cambridge_Berkely,polygon,impervious,paved,driveway,concrete,new,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,3724.18
modrmg.002-,Butte_Alameda,polygon,impervious,paved,driveway,concrete,na,paved,CONCRETE_ROAD,34.4357,119.8801,2001_05_29,21,field,asd,none,3759.7
modrmg.003-,Butte_Alameda,polygon,impervious,paved,driveway,concrete,na,paved,CONCRETE_ROAD,34.4357,119.8801,2001_05_29,21,field,asd,none,3775.79
modrmg.004-,Butte_Alameda,polygon,impervious,paved,driveway,concrete,na,paved,CONCRETE_ROAD,34.4357,119.8801,2001_05_29,21,field,asd,none,3986.11
spcsye.006-,Cambridge_Berkely,polygon,impervious,paved,driveway,concrete,new,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,4102.33
spcsye.009-,Cambridge_Berkely,polygon,impervious,paved,driveway,concrete,new,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,4150.76
spcsye.005-,Cambridge_Berkely,polygon,impervious,paved,driveway,concrete,new,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,5207.37
spcsye.008-,Cambridge_Berkely,polygon,impervious,paved,driveway,concrete,new,paved,CONCRETE_ROAD,34.4399,-119.8927,2001_05_30,18,field,asd,none,5243.13
churchofjesuschrist_concrete_roof_n3_X1363_Y349,churchofjesuschrist_concrete_roof_n3,polygon,impervious,roof,concrete,grey,old,roof,CONCRETE_ROOF,34.447137,-119.81966,2011_07_19,2130,7_5m,AVIRIS_r21,na,1958.19
churchofjesuschrist_concrete_roof_n3_X1363_Y348,churchofjesuschrist_concrete_roof_n3,polygon,impervious,roof,concrete,grey,old,roof,CONCRETE_ROOF,34.447205,-119.81966,2011_07_19,2130,7_5m,AVIRIS_r21,na,1999.97
ortega_reservoir_n1_X4152_Y485,ortega_reservoir_n1,polygon,impervious,roof,concrete,grey,unknown,roof,CONCRETE_ROOF,34.431824,-119.59271,2011_07_19,2130,7_5m,AVIRIS_r21,na,2162.58
ortega_reservoir_n1_X4153_Y483,ortega_reservoir_n1,polygon,impervious,roof,concrete,grey,unknown,roof,CONCRETE_ROOF,34.431957,-119.59263,2011_07_19,2130,7_5m,AVIRIS_r21,na,2241.72
ortega_reservoir_n1_X4155_Y480,ortega_reservoir_n1,polygon,impervious,roof,concrete,grey,unknown,roof,CONCRETE_ROOF,34.432155,-119.59246,2011_07_19,2130,7_5m,AVIRIS_r21,na,2256.4
ortega_reservoir_n1_X4154_Y475,ortega_reservoir_n1,polygon,impervious,roof,concrete,grey,unknown,roof,CONCRETE_ROOF,34.432495,-119.59252,2011_07_19,2130,7_5m,AVIRIS_r21,na,2266.54
